NCM8,NCM,IPI_raw,IPI_rate
29349935,2934.99.35,,
29349939,2934.99.39,,
29349941,2934.99.41,,
29349942,2934.99.42,,
29349943,2934.99.43,,
29349944,2934.99.44,,
29349945,2934.99.45,,
29349946,2934.99.46,,
29349949,2934.99.49,,
29349951,2934.99.51,,
29349952,2934.99.52,,
29349953,2934.99.53,,
29349954,2934.99.54,,
29349959,2934.99.59,,
29349961,2934.99.61,,
29349969,2934.99.69,,
29349991,2934.99.91,,
29349992,2934.99.92,,
29349993,2934.99.93,,
29349999,2934.99.99,,
29351000,2935.10.00,,
29352000,2935.20.00,,
29353000,2935.30.00,,
29354000,2935.40.00,,
29355000,2935.50.00,,
29359011,2935.90.11,,
29359012,2935.90.12,,
29359013,2935.90.13,,
29359014,2935.90.14,,
29359015,2935.90.15,,
29359019,2935.90.19,,
29359021,2935.90.21,,
29359022,2935.90.22,,
29359023,2935.90.23,,
29359024,2935.90.24,,
29359025,2935.90.25,,
29359029,2935.90.29,,
29359091,2935.90.91,,
29359092,2935.90.92,,
29359093,2935.90.93,,
29359094,2935.90.94,,
29359095,2935.90.95,,
29359096,2935.90.96,,
29359099,2935.90.99,,
29362111,2936.21.11,,
29362112,2936.21.12,,
29362113,2936.21.13,,
29362119,2936.21.19,,
29362190,2936.21.90,,
29362210,2936.22.10,,
29362220,2936.22.20,,
29362290,2936.22.90,,
29362310,2936.23.10,,
29362320,2936.23.20,,
29362390,2936.23.90,,
29362410,2936.24.10,,
29362490,2936.24.90,,
29362510,2936.25.10,,
29362520,2936.25.20,,
29362590,2936.25.90,,
29362610,2936.26.10,,
29362620,2936.26.20,,
29362630,2936.26.30,,
29362690,2936.26.90,,
29362710,2936.27.10,,
29362720,2936.27.20,,
29362790,2936.27.90,,
29362811,2936.28.11,,
29362812,2936.28.12,,
29362819,2936.28.19,,
29362890,2936.28.90,,
29362911,2936.29.11,,
29362919,2936.29.19,,
29362921,2936.29.21,,
29362929,2936.29.29,,
29362931,2936.29.31,,
29362939,2936.29.39,,
29362940,2936.29.40,,
29362951,2936.29.51,,
29362952,2936.29.52,,
29362953,2936.29.53,,
29362959,2936.29.59,,
29362990,2936.29.90,,
29369000,2936.90.00,,
29371100,2937.11.00,,
29371200,2937.12.00,,
29371910,2937.19.10,,
29371920,2937.19.20,,
29371930,2937.19.30,,
29371940,2937.19.40,,
29371950,2937.19.50,,
29371990,2937.19.90,,
29372110,2937.21.10,,
29372120,2937.21.20,,
29372130,2937.21.30,,
29372140,2937.21.40,,
29372210,2937.22.10,,
29372221,2937.22.21,,
29372229,2937.22.29,,
29372231,2937.22.31,,
29372239,2937.22.39,,
29372290,2937.22.90,,
29372310,2937.23.10,,
29372321,2937.23.21,,
29372322,2937.23.22,,
29372329,2937.23.29,,
29372331,2937.23.31,,
29372339,2937.23.39,,
29372341,2937.23.41,,
29372342,2937.23.42,,
29372349,2937.23.49,,
29372351,2937.23.51,,
29372359,2937.23.59,,
29372360,2937.23.60,,
29372370,2937.23.70,,
29372391,2937.23.91,,
29372392,2937.23.92,,
29372399,2937.23.99,,
29372910,2937.29.10,,
29372920,2937.29.20,,
29372931,2937.29.31,,
29372939,2937.29.39,,
29372940,2937.29.40,,
29372950,2937.29.50,,
29372960,2937.29.60,,
29372990,2937.29.90,,
29375000,2937.50.00,,
29379010,2937.90.10,,
29379030,2937.90.30,,
29379040,2937.90.40,,
29379090,2937.90.90,,
29381000,2938.10.00,,
29389010,2938.90.10,,
29389020,2938.90.20,,
29389090,2938.90.90,,
29391110,2939.11.10,,
29391121,2939.11.21,,
29391122,2939.11.22,,
29391123,2939.11.23,,
29391131,2939.11.31,,
29391132,2939.11.32,,
29391140,2939.11.40,,
29391151,2939.11.51,,
29391152,2939.11.52,,
29391153,2939.11.53,,
29391161,2939.11.61,,
29391162,2939.11.62,,
29391169,2939.11.69,,
29391170,2939.11.70,,
29391181,2939.11.81,,
29391182,2939.11.82,,
29391191,2939.11.91,,
29391192,2939.11.92,,
29391900,2939.19.00,,
29392000,2939.20.00,,
29393010,2939.30.10,,
29393020,2939.30.20,,
29394100,2939.41.00,,
29394200,2939.42.00,,
29394300,2939.43.00,,
29394400,2939.44.00,,
29394510,2939.45.10,,
29394520,2939.45.20,,
29394530,2939.45.30,,
29394900,2939.49.00,,
29395100,2939.51.00,,
29395910,2939.59.10,,
29395920,2939.59.20,,
29395990,2939.59.90,,
29396100,2939.61.00,,
29396200,2939.62.00,,
29396300,2939.63.00,,
29396911,2939.69.11,,
29396919,2939.69.19,,
29396921,2939.69.21,,
29396929,2939.69.29,,
29396931,2939.69.31,,
29396939,2939.69.39,,
29396941,2939.69.41,,
29396942,2939.69.42,,
29396949,2939.69.49,,
29396951,2939.69.51,,
29396952,2939.69.52,,
29396959,2939.69.59,,
29396990,2939.69.90,,
29397210,2939.72.10,,
29397220,2939.72.20,,
29397290,2939.72.90,,
29397911,2939.79.11,,
29397919,2939.79.19,,
29397920,2939.79.20,,
29397931,2939.79.31,,
29397939,2939.79.39,,
29397940,2939.79.40,,
29397990,2939.79.90,,
29398000,2939.80.00,,
29400011,2940.00.11,,
29400012,2940.00.12,,
29400013,2940.00.13,,
29400019,2940.00.19,,
29400021,2940.00.21,,
29400022,2940.00.22,,
29400023,2940.00.23,,
29400029,2940.00.29,,
29400092,2940.00.92,,
29400093,2940.00.93,,
29400094,2940.00.94,,
29400099,2940.00.99,,
29411010,2941.10.10,,
29411020,2941.10.20,,
29411031,2941.10.31,,
29411039,2941.10.39,,
29411041,2941.10.41,,
29411042,2941.10.42,,
29411043,2941.10.43,,
29411049,2941.10.49,,
29411090,2941.10.90,,
29412010,2941.20.10,,
29412090,2941.20.90,,
29413010,2941.30.10,,
29413020,2941.30.20,,
29413031,2941.30.31,,
29413032,2941.30.32,,
29413090,2941.30.90,,
29414011,2941.40.11,,
29414019,2941.40.19,,
29414020,2941.40.20,,
29414090,2941.40.90,,
29415010,2941.50.10,,
29415020,2941.50.20,,
29415090,2941.50.90,,
29419011,2941.90.11,,
29419012,2941.90.12,,
29419013,2941.90.13,,
29419019,2941.90.19,,
29419021,2941.90.21,,
29419022,2941.90.22,,
29419029,2941.90.29,,
29419031,2941.90.31,,
29419032,2941.90.32,,
29419033,2941.90.33,,
29419034,2941.90.34,,
29419035,2941.90.35,,
29419036,2941.90.36,,
29419037,2941.90.37,,
29419039,2941.90.39,,
29419041,2941.90.41,,
29419042,2941.90.42,,
29419043,2941.90.43,,
29419049,2941.90.49,,
29419051,2941.90.51,,
29419059,2941.90.59,,
29419061,2941.90.61,,
29419062,2941.90.62,,
29419069,2941.90.69,,
29419071,2941.90.71,,
29419072,2941.90.72,,
29419073,2941.90.73,,
29419079,2941.90.79,,
29419081,2941.90.81,,
29419082,2941.90.82,,
29419083,2941.90.83,,
29419089,2941.90.89,,
29419091,2941.90.91,,
29419092,2941.90.92,,
29419099,2941.90.99,,
29420000,2942.00.00,,
30012010,3001.20.10,,
30012090,3001.20.90,,
30019010,3001.90.10,,
30019020,3001.90.20,,
30019031,3001.90.31,,
30019039,3001.90.39,,
30019090,3001.90.90,,
30021211,3002.12.11,,
30021212,3002.12.12,,
30021213,3002.12.13,,
30021214,3002.12.14,,
30021215,3002.12.15,,
30021216,3002.12.16,,
30021219,3002.12.19,,
30021221,3002.12.21,,
30021222,3002.12.22,,
30021223,3002.12.23,,
30021224,3002.12.24,,
30021229,3002.12.29,,
30021231,3002.12.31,,
30021232,3002.12.32,,
30021233,3002.12.33,,
30021234,3002.12.34,,
30021235,3002.12.35,,
30021236,3002.12.36,,
30021239,3002.12.39,,
30021300,3002.13.00,,
30021400,3002.14.00,,
30021510,3002.15.10,,
30021520,3002.15.20,,
30021590,3002.15.90,,
30024111,3002.41.11,,
30024112,3002.41.12,,
30024113,3002.41.13,,
30024114,3002.41.14,,
30024115,3002.41.15,,
30024116,3002.41.16,,
30024117,3002.41.17,,
30024118,3002.41.18,,
30024119,3002.41.19,,
30024121,3002.41.21,,
30024122,3002.41.22,,
30024123,3002.41.23,,
30024124,3002.41.24,,
30024125,3002.41.25,,
30024126,3002.41.26,,
30024127,3002.41.27,,
30024128,3002.41.28,,
30024129,3002.41.29,,
30024210,3002.42.10,,
30024220,3002.42.20,,
30024230,3002.42.30,,
30024240,3002.42.40,,
30024250,3002.42.50,,
30024260,3002.42.60,,
30024270,3002.42.70,,
30024280,3002.42.80,,
30024290,3002.42.90,,
30024910,3002.49.10,,
30024920,3002.49.20,,
30024991,3002.49.91,,
30024992,3002.49.92,,
30024993,3002.49.93,,
30024994,3002.49.94,,
30024999,3002.49.99,,
30025100,3002.51.00,,
30025900,3002.59.00,,
30029000,3002.90.00,,
30031011,3003.10.11,,
30031012,3003.10.12,,
30031013,3003.10.13,,
30031014,3003.10.14,,
30031015,3003.10.15,,
30031019,3003.10.19,,
30031020,3003.10.20,,
30032011,3003.20.11,,
30032019,3003.20.19,,
30032021,3003.20.21,,
30032029,3003.20.29,,
30032031,3003.20.31,,
30032032,3003.20.32,,
30032039,3003.20.39,,
30032041,3003.20.41,,
30032049,3003.20.49,,
30032051,3003.20.51,,
30032052,3003.20.52,,
30032059,3003.20.59,,
30032061,3003.20.61,,
30032062,3003.20.62,,
30032063,3003.20.63,,
30032069,3003.20.69,,
30032071,3003.20.71,,
30032072,3003.20.72,,
30032073,3003.20.73,,
30032079,3003.20.79,,
30032091,3003.20.91,,
30032092,3003.20.92,,
30032093,3003.20.93,,
30032094,3003.20.94,,
30032095,3003.20.95,,
30032099,3003.20.99,,
30033100,3003.31.00,,
30033911,3003.39.11,,
30033912,3003.39.12,,
30033913,3003.39.13,,
30033914,3003.39.14,,
30033915,3003.39.15,,
30033916,3003.39.16,,
30033917,3003.39.17,,
30033918,3003.39.18,,
30033919,3003.39.19,,
30033921,3003.39.21,,
30033922,3003.39.22,,
30033923,3003.39.23,,
30033924,3003.39.24,,
30033925,3003.39.25,,
30033926,3003.39.26,,
30033927,3003.39.27,,
30033929,3003.39.29,,
30033931,3003.39.31,,
30033932,3003.39.32,,
30033933,3003.39.33,,
30033934,3003.39.34,,
30033935,3003.39.35,,
30033936,3003.39.36,,
30033937,3003.39.37,,
30033939,3003.39.39,,
30033981,3003.39.81,,
30033982,3003.39.82,,
30033991,3003.39.91,,
30033992,3003.39.92,,
30033994,3003.39.94,,
30033995,3003.39.95,,
30033999,3003.39.99,,
30034100,3003.41.00,,
30034200,3003.42.00,,
30034300,3003.43.00,,
30034910,3003.49.10,,
30034920,3003.49.20,,
30034930,3003.49.30,,
30034940,3003.49.40,,
30034950,3003.49.50,,
30034990,3003.49.90,,
30036000,3003.60.00,,
30039011,3003.90.11,,
30039012,3003.90.12,,
30039013,3003.90.13,,
30039014,3003.90.14,,
30039015,3003.90.15,,
30039016,3003.90.16,,
30039017,3003.90.17,,
30039019,3003.90.19,,
30039021,3003.90.21,,
30039022,3003.90.22,,
30039023,3003.90.23,,
30039024,3003.90.24,,
30039025,3003.90.25,,
30039029,3003.90.29,,
30039031,3003.90.31,,
30039032,3003.90.32,,
30039033,3003.90.33,,
30039034,3003.90.34,,
30039035,3003.90.35,,
30039036,3003.90.36,,
30039037,3003.90.37,,
30039038,3003.90.38,,
30039039,3003.90.39,,
30039041,3003.90.41,,
30039042,3003.90.42,,
30039043,3003.90.43,,
30039044,3003.90.44,,
30039045,3003.90.45,,
30039046,3003.90.46,,
30039047,3003.90.47,,
30039048,3003.90.48,,
30039049,3003.90.49,,
30039051,3003.90.51,,
30039052,3003.90.52,,
30039053,3003.90.53,,
30039054,3003.90.54,,
30039055,3003.90.55,,
30039056,3003.90.56,,
30039057,3003.90.57,,
30039058,3003.90.58,,
30039059,3003.90.59,,
30039061,3003.90.61,,
30039062,3003.90.62,,
30039063,3003.90.63,,
30039064,3003.90.64,,
30039065,3003.90.65,,
30039066,3003.90.66,,
30039067,3003.90.67,,
30039069,3003.90.69,,
30039071,3003.90.71,,
30039072,3003.90.72,,
30039073,3003.90.73,,
30039074,3003.90.74,,
30039075,3003.90.75,,
30039076,3003.90.76,,
30039077,3003.90.77,,
30039078,3003.90.78,,
30039079,3003.90.79,,
30039081,3003.90.81,,
30039082,3003.90.82,,
30039083,3003.90.83,,
30039084,3003.90.84,,
30039085,3003.90.85,,
30039086,3003.90.86,,
30039087,3003.90.87,,
30039088,3003.90.88,,
30039089,3003.90.89,,
30039091,3003.90.91,,
30039092,3003.90.92,,
30039093,3003.90.93,,
30039094,3003.90.94,,
30039095,3003.90.95,,
30039096,3003.90.96,,
30039097,3003.90.97,,
30039099,3003.90.99,,
30041011,3004.10.11,,
30041012,3004.10.12,,
30041013,3004.10.13,,
30041014,3004.10.14,,
30041015,3004.10.15,,
30041019,3004.10.19,,
30041020,3004.10.20,,
30042011,3004.20.11,,
30042019,3004.20.19,,
30042021,3004.20.21,,
30042029,3004.20.29,,
30042031,3004.20.31,,
30042032,3004.20.32,,
30042039,3004.20.39,,
30042041,3004.20.41,,
30042049,3004.20.49,,
30042051,3004.20.51,,
30042052,3004.20.52,,
30042059,3004.20.59,,
30042061,3004.20.61,,
30042062,3004.20.62,,
30042063,3004.20.63,,
30042069,3004.20.69,,
30042071,3004.20.71,,
30042072,3004.20.72,,
30042073,3004.20.73,,
30042079,3004.20.79,,
30042091,3004.20.91,,
30042092,3004.20.92,,
30042093,3004.20.93,,
30042094,3004.20.94,,
30042095,3004.20.95,,
30042099,3004.20.99,,
30043100,3004.31.00,,
30043210,3004.32.10,,
30043220,3004.32.20,,
30043290,3004.32.90,,
30043911,3004.39.11,,
30043912,3004.39.12,,
30043913,3004.39.13,,
30043914,3004.39.14,,
30043915,3004.39.15,,
30043916,3004.39.16,,
30043917,3004.39.17,,
30043918,3004.39.18,,
30043919,3004.39.19,,
30043921,3004.39.21,,
30043922,3004.39.22,,
30043923,3004.39.23,,
30043924,3004.39.24,,
30043925,3004.39.25,,
30043926,3004.39.26,,
30043927,3004.39.27,,
30043928,3004.39.28,,
30043929,3004.39.29,,
30043931,3004.39.31,,
30043932,3004.39.32,,
30043933,3004.39.33,,
30043934,3004.39.34,,
30043935,3004.39.35,,
30043936,3004.39.36,,
30043937,3004.39.37,,
30043939,3004.39.39,,
30043981,3004.39.81,,
30043982,3004.39.82,,
30043991,3004.39.91,,
30043992,3004.39.92,,
30043994,3004.39.94,,
30043999,3004.39.99,,
30044100,3004.41.00,,
30044200,3004.42.00,,
30044300,3004.43.00,,
30044910,3004.49.10,,
30044920,3004.49.20,,
30044930,3004.49.30,,
30044940,3004.49.40,,
30044950,3004.49.50,,
30044990,3004.49.90,,
30045010,3004.50.10,,
30045020,3004.50.20,,
30045030,3004.50.30,,
30045040,3004.50.40,,
30045050,3004.50.50,,
30045060,3004.50.60,,
30045090,3004.50.90,,
30046000,3004.60.00,,
30049011,3004.90.11,,
30049012,3004.90.12,,
30049013,3004.90.13,,
30049014,3004.90.14,,
30049015,3004.90.15,,
30049019,3004.90.19,,
30049021,3004.90.21,,
30049022,3004.90.22,,
30049023,3004.90.23,,
30049024,3004.90.24,,
30049025,3004.90.25,,
30049026,3004.90.26,,
30049027,3004.90.27,,
30049028,3004.90.28,,
30049029,3004.90.29,,
30049031,3004.90.31,,
30049032,3004.90.32,,
30049033,3004.90.33,,
30049034,3004.90.34,,
30049035,3004.90.35,,
30049036,3004.90.36,,
30049037,3004.90.37,,
30049038,3004.90.38,,
30049039,3004.90.39,,
30049041,3004.90.41,,
30049042,3004.90.42,,
30049043,3004.90.43,,
30049044,3004.90.44,,
30049045,3004.90.45,,
30049046,3004.90.46,,
30049047,3004.90.47,,
30049048,3004.90.48,,
30049049,3004.90.49,,
30049051,3004.90.51,,
30049052,3004.90.52,,
30049053,3004.90.53,,
30049054,3004.90.54,,
30049055,3004.90.55,,
30049057,3004.90.57,,
30049058,3004.90.58,,
30049059,3004.90.59,,
30049061,3004.90.61,,
30049062,3004.90.62,,
30049063,3004.90.63,,
30049064,3004.90.64,,
30049065,3004.90.65,,
30049066,3004.90.66,,
30049067,3004.90.67,,
30049068,3004.90.68,,
30049069,3004.90.69,,
30049071,3004.90.71,,
30049072,3004.90.72,,
30049073,3004.90.73,,
30049074,3004.90.74,,
30049075,3004.90.75,,
30049076,3004.90.76,,
30049077,3004.90.77,,
30049078,3004.90.78,,
30049079,3004.90.79,,
30049091,3004.90.91,,
30049092,3004.90.92,,
30049093,3004.90.93,,
30049094,3004.90.94,,
30049095,3004.90.95,,
30049096,3004.90.96,,
30049097,3004.90.97,,
30049099,3004.90.99,,
30051010,3005.10.10,,
30051020,3005.10.20,,
30051030,3005.10.30,,
30051040,3005.10.40,,
30051050,3005.10.50,,
30051090,3005.10.90,,
30059011,3005.90.11,,
30059012,3005.90.12,,
30059019,3005.90.19,,
30059020,3005.90.20,,
30059090,3005.90.90,,
30061010,3006.10.10,,
30061020,3006.10.20,,
30061090,3006.10.90,,
30063011,3006.30.11,,
30063012,3006.30.12,,
30063013,3006.30.13,,
30063015,3006.30.15,,
30063016,3006.30.16,,
30063017,3006.30.17,,
30063018,3006.30.18,,
30063019,3006.30.19,,
30063021,3006.30.21,,
30063029,3006.30.29,,
30064011,3006.40.11,,
30064012,3006.40.12,,
30064020,3006.40.20,,
30065000,3006.50.00,,
30066000,3006.60.00,,
30067000,3006.70.00,,
30069110,3006.91.10,,
30069190,3006.91.90,,
30069200,3006.92.00,,
30069300,3006.93.00,,
31010000,3101.00.00,,
31021010,3102.10.10,,
31021090,3102.10.90,NT,0.0
31022100,3102.21.00,NT,0.0
31022910,3102.29.10,NT,0.0
31022990,3102.29.90,NT,0.0
31023000,3102.30.00,NT,0.0
31024000,3102.40.00,,
31025011,3102.50.11,NT,0.0
31025019,3102.50.19,NT,0.0
31025090,3102.50.90,NT,0.0
31026000,3102.60.00,NT,0.0
31028000,3102.80.00,NT,0.0
31029000,3102.90.00,NT,0.0
31031100,3103.11.00,NT,0.0
31031900,3103.19.00,NT,0.0
31039011,3103.90.11,NT,0.0
31039019,3103.90.19,NT,0.0
31039090,3103.90.90,NT,0.0
31042010,3104.20.10,NT,0.0
31042090,3104.20.90,NT,0.0
31043010,3104.30.10,NT,0.0
31043090,3104.30.90,,
31049010,3104.90.10,,
31049090,3104.90.90,NT,0.0
31051000,3105.10.00,,
31052000,3105.20.00,NT,0.0
31053000,3105.30.00,NT,0.0
31054000,3105.40.00,,
31055100,3105.51.00,NT,0.0
31055900,3105.59.00,NT,0.0
31056000,3105.60.00,,
31059011,3105.90.11,,
31059019,3105.90.19,NT,0.0
31059090,3105.90.90,NT,0.0
32011000,3201.10.00,,
32012000,3201.20.00,,
32019011,3201.90.11,,
32019012,3201.90.12,,
32019019,3201.90.19,,
32019020,3201.90.20,,
32019090,3201.90.90,,
32021000,3202.10.00,,
32029011,3202.90.11,,
32029012,3202.90.12,,
32029013,3202.90.13,,
32029019,3202.90.19,,
32029021,3202.90.21,,
32029029,3202.90.29,,
32029030,3202.90.30,,
32030011,3203.00.11,,
32030012,3203.00.12,,
32030013,3203.00.13,,
32030019,3203.00.19,,
32030021,3203.00.21,,
32030029,3203.00.29,,
32030030,3203.00.30,,
32041100,3204.11.00,,
32041210,3204.12.10,,
32041220,3204.12.20,,
32041300,3204.13.00,,
32041400,3204.14.00,,
32041510,3204.15.10,,
32041520,3204.15.20,,
32041530,3204.15.30,,
32041590,3204.15.90,,
32041600,3204.16.00,,
32041700,3204.17.00,,
32041810,3204.18.10,,
32041820,3204.18.20,,
32041830,3204.18.30,,
32041890,3204.18.90,,
32041920,3204.19.20,,
32041930,3204.19.30,,
32041990,3204.19.90,,
32042011,3204.20.11,,
32042019,3204.20.19,,
32042090,3204.20.90,,
32049000,3204.90.00,,
32050000,3205.00.00,,
32061110,3206.11.10,,
32061120,3206.11.20,,
32061130,3206.11.30,,
32061910,3206.19.10,,
32061990,3206.19.90,,
32062000,3206.20.00,,
32064100,3206.41.00,,
32064210,3206.42.10,,
32064290,3206.42.90,,
32064910,3206.49.10,,
32064920,3206.49.20,,
32064990,3206.49.90,,
32065011,3206.50.11,,
32065019,3206.50.19,,
32065021,3206.50.21,,
32065029,3206.50.29,,
32071010,3207.10.10,,
32071090,3207.10.90,,
32072010,3207.20.10,,
32072091,3207.20.91,,
32072099,3207.20.99,,
32073000,3207.30.00,,
32074010,3207.40.10,,
32074090,3207.40.90,,
32081010,3208.10.10,,
32081020,3208.10.20,,
32081030,3208.10.30,,
32082011,3208.20.11,,
32082019,3208.20.19,,
32082020,3208.20.20,,
32082030,3208.20.30,,
32089010,3208.90.10,,
32089021,3208.90.21,,
32089029,3208.90.29,,
32089031,3208.90.31,,
32089039,3208.90.39,,
32091010,3209.10.10,,
32091020,3209.10.20,,
32099011,3209.90.11,,
32099019,3209.90.19,,
32099020,3209.90.20,,
32100010,3210.00.10,,
32100020,3210.00.20,,
32100030,3210.00.30,,
32110000,3211.00.00,,
32121000,3212.10.00,,
32129010,3212.90.10,,
32129090,3212.90.90,,
32131000,3213.10.00,,
32139000,3213.90.00,,
32141010,3214.10.10,,
32141020,3214.10.20,,
32149000,3214.90.00,,
32151100,3215.11.00,,
32151900,3215.19.00,,
32159000,3215.90.00,,
33011210,3301.12.10,,
33011290,3301.12.90,,
33011300,3301.13.00,,
33011910,3301.19.10,,
33011990,3301.19.90,,
33012400,3301.24.00,,
33012510,3301.25.10,,
33012520,3301.25.20,,
33012590,3301.25.90,,
33012911,3301.29.11,,
33012912,3301.29.12,,
33012913,3301.29.13,,
33012914,3301.29.14,,
33012915,3301.29.15,,
33012916,3301.29.16,,
33012917,3301.29.17,,
33012918,3301.29.18,,
33012919,3301.29.19,,
33012921,3301.29.21,,
33012922,3301.29.22,,
33012990,3301.29.90,,
33013000,3301.30.00,,
33019010,3301.90.10,,
33019020,3301.90.20,,
33019030,3301.90.30,,
33019040,3301.90.40,,
33021000,3302.10.00,,
33029011,3302.90.11,,
33029019,3302.90.19,,
33029090,3302.90.90,,
33030010,3303.00.10,,
33030020,3303.00.20,,
33041000,3304.10.00,,
33042010,3304.20.10,,
33042090,3304.20.90,,
33043000,3304.30.00,,
33049100,3304.91.00,,
33049910,3304.99.10,,
33049990,3304.99.90,,
33051000,3305.10.00,,
33052000,3305.20.00,,
33053000,3305.30.00,,
33059000,3305.90.00,,
33061000,3306.10.00,,
33062000,3306.20.00,,
33069000,3306.90.00,,
33071000,3307.10.00,,
33072010,3307.20.10,,
33072090,3307.20.90,,
33073000,3307.30.00,,
33074100,3307.41.00,,
33074900,3307.49.00,,
33079000,3307.90.00,,
34011110,3401.11.10,,
34011190,3401.11.90,,
34011900,3401.19.00,,
34012010,3401.20.10,,
34012090,3401.20.90,,
34013000,3401.30.00,,
34023100,3402.31.00,,
34023910,3402.39.10,,
34023920,3402.39.20,,
34023930,3402.39.30,,
34023990,3402.39.90,,
34024110,3402.41.10,,
34024190,3402.41.90,,
34024200,3402.42.00,,
34024900,3402.49.00,,
34025000,3402.50.00,,
34029011,3402.90.11,,
34029019,3402.90.19,,
34029021,3402.90.21,,
34029022,3402.90.22,,
34029023,3402.90.23,,
34029029,3402.90.29,,
34029031,3402.90.31,,
34029039,3402.90.39,,
34029090,3402.90.90,,
34031110,3403.11.10,,
34031120,3403.11.20,,
34031190,3403.11.90,,
34031900,3403.19.00,,
34039110,3403.91.10,,
34039120,3403.91.20,,
34039190,3403.91.90,,
34039900,3403.99.00,,
34042010,3404.20.10,,
34042020,3404.20.20,,
34049011,3404.90.11,,
34049012,3404.90.12,,
34049013,3404.90.13,,
34049014,3404.90.14,,
34049019,3404.90.19,,
34049021,3404.90.21,,
34049022,3404.90.22,,
34049029,3404.90.29,,
34051000,3405.10.00,,
34052000,3405.20.00,,
34053000,3405.30.00,,
34054000,3405.40.00,,
34059000,3405.90.00,,
34060000,3406.00.00,,
34070010,3407.00.10,,
34070020,3407.00.20,,
34070090,3407.00.90,,
35011000,3501.10.00,,
35019011,3501.90.11,,
35019019,3501.90.19,,
35019020,3501.90.20,,
35021100,3502.11.00,,
35021900,3502.19.00,,
35022000,3502.20.00,,
35029010,3502.90.10,,
35029090,3502.90.90,,
35030011,3503.00.11,"99,98",0.9998
35030012,3503.00.12,"99,98",0.9998
35030019,3503.00.19,,
35030090,3503.00.90,,
35040011,3504.00.11,,
35040019,3504.00.19,,
35040020,3504.00.20,,
35040030,3504.00.30,,
35040090,3504.00.90,,
35051000,3505.10.00,,
35052000,3505.20.00,,
35061010,3506.10.10,,
35061090,3506.10.90,,
35069110,3506.91.10,,
35069120,3506.91.20,,
35069190,3506.91.90,,
35069900,3506.99.00,,
35071000,3507.10.00,,
35079011,3507.90.11,,
35079019,3507.90.19,,
35079021,3507.90.21,,
35079022,3507.90.22,,
35079023,3507.90.23,,
35079024,3507.90.24,,
35079025,3507.90.25,,
35079026,3507.90.26,,
35079029,3507.90.29,,
35079031,3507.90.31,,
35079032,3507.90.32,,
35079039,3507.90.39,,
35079041,3507.90.41,,
35079042,3507.90.42,,
35079049,3507.90.49,,
36010000,3601.00.00,,
36020000,3602.00.00,,
36031000,3603.10.00,,
36032000,3603.20.00,,
36033000,3603.30.00,,
36034000,3603.40.00,,
36035000,3603.50.00,,
36036000,3603.60.00,,
