NCM8,NCM,IPI_raw,IPI_rate
41063110,4106.31.10,,
41063190,4106.31.90,,
41063200,4106.32.00,,
41064000,4106.40.00,,
41069100,4106.91.00,,
41069200,4106.92.00,,
41071110,4107.11.10,,
41071120,4107.11.20,,
41071190,4107.11.90,,
41071210,4107.12.10,,
41071220,4107.12.20,,
41071290,4107.12.90,,
41071910,4107.19.10,,
41071920,4107.19.20,,
41071990,4107.19.90,,
41079110,4107.91.10,,
41079190,4107.91.90,,
41079210,4107.92.10,,
41079290,4107.92.90,,
41079910,4107.99.10,,
41079990,4107.99.90,,
41120000,4112.00.00,,
41131010,4113.10.10,,
41131090,4113.10.90,,
41132000,4113.20.00,,
41133000,4113.30.00,,
41139000,4113.90.00,,
41141000,4114.10.00,,
41142010,4114.20.10,,
41142020,4114.20.20,,
41151000,4115.10.00,,
41152000,4115.20.00,,
42010010,4201.00.10,,
42010090,4201.00.90,,
42021100,4202.11.00,,
42021210,4202.12.10,,
42021220,4202.12.20,,
42021900,4202.19.00,,
42022100,4202.21.00,,
42022210,4202.22.10,,
42022220,4202.22.20,,
42022900,4202.29.00,,
42023100,4202.31.00,,
42023200,4202.32.00,,
42023900,4202.39.00,,
42029100,4202.91.00,,
42029200,4202.92.00,,
42029900,4202.99.00,,
42031000,4203.10.00,,
42032100,4203.21.00,,
42032900,4203.29.00,,
42033000,4203.30.00,,
42034000,4203.40.00,,
42050000,4205.00.00,,
42060000,4206.00.00,,
43011000,4301.10.00,NT,0.0
43013000,4301.30.00,,
43016000,4301.60.00,NT,0.0
43018000,4301.80.00,NT,0.0
43019000,4301.90.00,NT,0.0
43021100,4302.11.00,,
43021910,4302.19.10,,
43021990,4302.19.90,,
43022000,4302.20.00,,
43023000,4302.30.00,,
43031000,4303.10.00,,
43039000,4303.90.00,,
43040000,4304.00.00,,
44011100,4401.11.00,NT,0.0
44011200,4401.12.00,NT,0.0
44012100,4401.21.00,,
44012200,4401.22.00,,
44013100,4401.31.00,NT,0.0
44013200,4401.32.00,NT,0.0
44013900,4401.39.00,NT,0.0
44014100,4401.41.00,NT,0.0
44014900,4401.49.00,NT,0.0
44021000,4402.10.00,NT,0.0
44022000,4402.20.00,NT,0.0
44029000,4402.90.00,NT,0.0
44031100,4403.11.00,NT,0.0
44031200,4403.12.00,NT,0.0
44032100,4403.21.00,NT,0.0
44032200,4403.22.00,NT,0.0
44032300,4403.23.00,,
44032400,4403.24.00,NT,0.0
44032500,4403.25.00,NT,0.0
44032600,4403.26.00,NT,0.0
44034100,4403.41.00,NT,0.0
44034200,4403.42.00,NT,0.0
44034900,4403.49.00,NT,0.0
44039100,4403.91.00,NT,0.0
44039300,4403.93.00,NT,0.0
44039400,4403.94.00,NT,0.0
44039500,4403.95.00,,
44039600,4403.96.00,NT,0.0
44039700,4403.97.00,NT,0.0
44039800,4403.98.00,NT,0.0
44039900,4403.99.00,NT,0.0
44041000,4404.10.00,,
44042000,4404.20.00,,
44050000,4405.00.00,NT,0.0
44061100,4406.11.00,NT,0.0
44061200,4406.12.00,NT,0.0
44069100,4406.91.00,NT,0.0
44069200,4406.92.00,NT,0.0
44071100,4407.11.00,,
44071200,4407.12.00,,
44071300,4407.13.00,,
44071400,4407.14.00,,
44071900,4407.19.00,,
44072100,4407.21.00,,
44072200,4407.22.00,,
44072300,4407.23.00,,
44072500,4407.25.00,,
44072600,4407.26.00,,
44072700,4407.27.00,,
44072800,4407.28.00,,
44072910,4407.29.10,,
44072920,4407.29.20,,
44072930,4407.29.30,,
44072940,4407.29.40,,
44072950,4407.29.50,,
44072960,4407.29.60,,
44072970,4407.29.70,,
44072990,4407.29.90,,
44079100,4407.91.00,,
44079200,4407.92.00,,
44079300,4407.93.00,,
44079400,4407.94.00,,
44079500,4407.95.00,,
44079600,4407.96.00,,
44079700,4407.97.00,,
44079920,4407.99.20,,
44079930,4407.99.30,,
44079960,4407.99.60,,
44079970,4407.99.70,,
44079990,4407.99.90,,
44081010,4408.10.10,,
44081091,4408.10.91,,
44081099,4408.10.99,,
44083110,4408.31.10,,
44083190,4408.31.90,,
44083910,4408.39.10,,
44083991,4408.39.91,,
44083992,4408.39.92,,
44083999,4408.39.99,,
44089010,4408.90.10,,
44089090,4408.90.90,,
44091000,4409.10.00,,
44092100,4409.21.00,,
44092200,4409.22.00,,
44092900,4409.29.00,,
44101110,4410.11.10,,
44101121,4410.11.21,,
44101129,4410.11.29,,
44101190,4410.11.90,,
44101210,4410.12.10,,
44101290,4410.12.90,,
44101911,4410.19.11,,
44101919,4410.19.19,,
44101991,4410.19.91,,
44101992,4410.19.92,,
44101999,4410.19.99,,
44109000,4410.90.00,,
44111210,4411.12.10,,
44111290,4411.12.90,,
44111310,4411.13.10,,
44111391,4411.13.91,,
44111399,4411.13.99,,
44111410,4411.14.10,,
44111490,4411.14.90,,
44119210,4411.92.10,,
44119290,4411.92.90,,
44119310,4411.93.10,,
44119390,4411.93.90,,
44119410,4411.94.10,,
44119490,4411.94.90,,
44121000,4412.10.00,,
44123100,4412.31.00,,
44123300,4412.33.00,,
44123400,4412.34.00,,
44123900,4412.39.00,,
44124100,4412.41.00,,
44124200,4412.42.00,,
44124900,4412.49.00,,
44125100,4412.51.00,,
44125200,4412.52.00,,
44125900,4412.59.00,,
44129100,4412.91.00,,
44129200,4412.92.00,,
44129900,4412.99.00,,
44130000,4413.00.00,,
44141000,4414.10.00,,
44149000,4414.90.00,,
44151000,4415.10.00,,
44152000,4415.20.00,,
44160010,4416.00.10,,
44160090,4416.00.90,,
44170010,4417.00.10,,
44170020,4417.00.20,,
44170090,4417.00.90,,
44181100,4418.11.00,,
44181900,4418.19.00,,
44182100,4418.21.00,,
44182900,4418.29.00,,
44183000,4418.30.00,,
44184000,4418.40.00,,
44185000,4418.50.00,,
44187300,4418.73.00,,
44187400,4418.74.00,,
44187500,4418.75.00,,
44187900,4418.79.00,,
44188100,4418.81.00,,
44188200,4418.82.00,,
44188300,4418.83.00,,
44188900,4418.89.00,,
44189100,4418.91.00,,
44189200,4418.92.00,,
44189900,4418.99.00,,
44191100,4419.11.00,,
44191200,4419.12.00,,
44191900,4419.19.00,,
44192000,4419.20.00,,
44199000,4419.90.00,,
44201100,4420.11.00,,
44201900,4420.19.00,,
44209000,4420.90.00,,
44211000,4421.10.00,,
44212000,4421.20.00,,
44219100,4421.91.00,,
44219900,4421.99.00,,
45011000,4501.10.00,NT,0.0
45019000,4501.90.00,NT,0.0
45020000,4502.00.00,,
45031000,4503.10.00,,
45039000,4503.90.00,,
45041000,4504.10.00,,
45049000,4504.90.00,,
46012100,4601.21.00,,
46012200,4601.22.00,,
46012900,4601.29.00,,
46019200,4601.92.00,,
46019300,4601.93.00,,
46019400,4601.94.00,,
46019900,4601.99.00,,
46021100,4602.11.00,,
46021200,4602.12.00,,
46021900,4602.19.00,,
46029000,4602.90.00,,
47010000,4701.00.00,,
47020000,4702.00.00,,
47031100,4703.11.00,,
47031900,4703.19.00,,
47032100,4703.21.00,,
47032900,4703.29.00,,
47041100,4704.11.00,,
47041900,4704.19.00,,
47042100,4704.21.00,,
47042900,4704.29.00,,
47050000,4705.00.00,,
47061000,4706.10.00,,
47062000,4706.20.00,,
47063000,4706.30.00,,
47069100,4706.91.00,,
47069200,4706.92.00,,
47069300,4706.93.00,,
47071000,4707.10.00,NT,0.0
47072000,4707.20.00,,
47073000,4707.30.00,,
47079000,4707.90.00,NT,0.0
48010020,4801.00.20,,
48010030,4801.00.30,,
48010090,4801.00.90,,
48021000,4802.10.00,,
48022010,4802.20.10,,
48022090,4802.20.90,,
48024010,4802.40.10,,
48024090,4802.40.90,,
48025410,4802.54.10,,
48025491,4802.54.91,,
48025499,4802.54.99,,
48025510,4802.55.10,,
48025591,4802.55.91,,
48025592,4802.55.92,,
48025599,4802.55.99,,
48025610,4802.56.10,,
48025691,4802.56.91,,
48025692,4802.56.92,,
48025693,4802.56.93,,
48025699,4802.56.99,,
48025710,4802.57.10,,
48025791,4802.57.91,,
48025792,4802.57.92,,
48025793,4802.57.93,,
48025799,4802.57.99,,
48025810,4802.58.10,,
48025891,4802.58.91,,
48025892,4802.58.92,,
48025899,4802.58.99,,
48026110,4802.61.10,,
48026191,4802.61.91,,
48026192,4802.61.92,,
48026199,4802.61.99,,
48026210,4802.62.10,,
48026291,4802.62.91,,
48026292,4802.62.92,,
48026299,4802.62.99,,
48026910,4802.69.10,,
48026991,4802.69.91,,
48026992,4802.69.92,,
48026999,4802.69.99,,
48030010,4803.00.10,,
48030090,4803.00.90,,
48041100,4804.11.00,,
48041900,4804.19.00,,
48042100,4804.21.00,,
48042900,4804.29.00,,
48043110,4804.31.10,,
48043190,4804.31.90,,
48043910,4804.39.10,,
48043990,4804.39.90,,
48044100,4804.41.00,,
48044200,4804.42.00,,
48044900,4804.49.00,,
48045100,4804.51.00,,
48045200,4804.52.00,,
48045910,4804.59.10,,
48045990,4804.59.90,,
48051100,4805.11.00,,
48051200,4805.12.00,,
48051900,4805.19.00,,
48052400,4805.24.00,,
48052500,4805.25.00,,
48053000,4805.30.00,,
48054010,4805.40.10,,
48054090,4805.40.90,,
48055000,4805.50.00,,
48059100,4805.91.00,,
48059210,4805.92.10,,
48059290,4805.92.90,,
48059300,4805.93.00,,
48061000,4806.10.00,,
48062000,4806.20.00,,
48063000,4806.30.00,,
48064000,4806.40.00,,
48070000,4807.00.00,,
48081000,4808.10.00,,
48084000,4808.40.00,,
48089000,4808.90.00,,
48092000,4809.20.00,,
48099000,4809.90.00,,
48101310,4810.13.10,,
48101381,4810.13.81,,
48101382,4810.13.82,,
48101389,4810.13.89,,
48101391,4810.13.91,,
48101399,4810.13.99,,
48101410,4810.14.10,,
48101481,4810.14.81,,
48101482,4810.14.82,,
48101489,4810.14.89,,
48101490,4810.14.90,,
48101910,4810.19.10,,
48101981,4810.19.81,,
48101982,4810.19.82,,
48101989,4810.19.89,,
48101991,4810.19.91,,
48101999,4810.19.99,,
48102210,4810.22.10,,
48102290,4810.22.90,,
48102910,4810.29.10,,
48102990,4810.29.90,,
48103110,4810.31.10,,
48103190,4810.31.90,,
48103210,4810.32.10,,
48103290,4810.32.90,,
48103910,4810.39.10,,
48103990,4810.39.90,,
48109210,4810.92.10,,
48109290,4810.92.90,,
48109910,4810.99.10,,
48109990,4810.99.90,,
48111010,4811.10.10,,
48111090,4811.10.90,,
48114110,4811.41.10,,
48114190,4811.41.90,,
48114910,4811.49.10,,
48114990,4811.49.90,,
48115110,4811.51.10,,
48115121,4811.51.21,,
48115122,4811.51.22,,
48115123,4811.51.23,,
48115128,4811.51.28,,
48115129,4811.51.29,,
48115130,4811.51.30,,
48115910,4811.59.10,,
48115921,4811.59.21,,
48115922,4811.59.22,,
48115923,4811.59.23,,
48115929,4811.59.29,,
48115930,4811.59.30,,
48116010,4811.60.10,,
48116090,4811.60.90,,
48119010,4811.90.10,,
48119090,4811.90.90,,
48120000,4812.00.00,,
48131000,4813.10.00,,
48132000,4813.20.00,,
48139000,4813.90.00,,
48142000,4814.20.00,,
48149000,4814.90.00,,
48162000,4816.20.00,,
48169010,4816.90.10,,
48169090,4816.90.90,,
48171000,4817.10.00,,
48172000,4817.20.00,,
48173000,4817.30.00,,
48181000,4818.10.00,,
48182000,4818.20.00,,
48183000,4818.30.00,,
48185000,4818.50.00,,
48189010,4818.90.10,,
48189090,4818.90.90,,
48191000,4819.10.00,,
48192000,4819.20.00,,
48193000,4819.30.00,,
48194000,4819.40.00,,
48195000,4819.50.00,,
48196000,4819.60.00,,
48201000,4820.10.00,,
48202000,4820.20.00,,
48203000,4820.30.00,,
48204000,4820.40.00,,
48205000,4820.50.00,,
48209000,4820.90.00,,
48211000,4821.10.00,,
48219000,4821.90.00,,
48221000,4822.10.00,,
48229000,4822.90.00,,
48232010,4823.20.10,,
48232091,4823.20.91,,
48232099,4823.20.99,,
48234000,4823.40.00,,
48236100,4823.61.00,,
48236900,4823.69.00,,
48237000,4823.70.00,,
48239010,4823.90.10,,
48239020,4823.90.20,,
48239091,4823.90.91,,
48239099,4823.90.99,,
49011000,4901.10.00,NT,0.0
49019100,4901.91.00,NT,0.0
49019900,4901.99.00,NT,0.0
49021000,4902.10.00,NT,0.0
49029000,4902.90.00,NT,0.0
49030000,4903.00.00,NT,0.0
49040000,4904.00.00,NT,0.0
49052000,4905.20.00,,
49059000,4905.90.00,,
49060000,4906.00.00,,
49070010,4907.00.10,,
49070020,4907.00.20,,
49070030,4907.00.30,,
49070090,4907.00.90,,
49081000,4908.10.00,,
49089000,4908.90.00,,
49090000,4909.00.00,,
49100000,4910.00.00,,
49111010,4911.10.10,,
49111090,4911.10.90,,
49119100,4911.91.00,,
49119900,4911.99.00,,
50010000,5001.00.00,NT,0.0
50020000,5002.00.00,NT,0.0
50030010,5003.00.10,NT,0.0
50030090,5003.00.90,NT,0.0
50040000,5004.00.00,,
50050000,5005.00.00,,
50060000,5006.00.00,,
50071010,5007.10.10,,
50071090,5007.10.90,,
50072010,5007.20.10,,
50072090,5007.20.90,,
50079000,5007.90.00,,
51011110,5101.11.10,,
51011190,5101.11.90,NT,0.0
51011900,5101.19.00,NT,0.0
51012100,5101.21.00,NT,0.0
51012900,5101.29.00,NT,0.0
51013000,5101.30.00,NT,0.0
51021100,5102.11.00,NT,0.0
51021900,5102.19.00,NT,0.0
51022000,5102.20.00,NT,0.0
51031000,5103.10.00,NT,0.0
51032000,5103.20.00,NT,0.0
51033000,5103.30.00,NT,0.0
51040000,5104.00.00,NT,0.0
51051000,5105.10.00,,
51052100,5105.21.00,,
51052910,5105.29.10,,
51052991,5105.29.91,,
51052999,5105.29.99,,
51053100,5105.31.00,,
51053900,5105.39.00,,
51054000,5105.40.00,,
51061000,5106.10.00,,
51062000,5106.20.00,,
51071011,5107.10.11,,
51071019,5107.10.19,,
51071090,5107.10.90,,
51072000,5107.20.00,,
51081000,5108.10.00,,
51082000,5108.20.00,,
51091000,5109.10.00,,
51099000,5109.90.00,,
51100000,5110.00.00,,
51111110,5111.11.10,,
51111120,5111.11.20,,
51111900,5111.19.00,,
51112000,5111.20.00,,
51113010,5111.30.10,,
51113090,5111.30.90,,
51119000,5111.90.00,,
51121100,5112.11.00,,
51121910,5112.19.10,,
51121920,5112.19.20,,
51122010,5112.20.10,,
51122020,5112.20.20,,
51123010,5112.30.10,,
51123020,5112.30.20,,
51129000,5112.90.00,,
51130011,5113.00.11,,
51130012,5113.00.12,,
51130013,5113.00.13,,
51130020,5113.00.20,,
52010010,5201.00.10,NT,0.0
52010020,5201.00.20,NT,0.0
52010090,5201.00.90,NT,0.0
52021000,5202.10.00,NT,0.0
52029100,5202.91.00,NT,0.0
52029900,5202.99.00,NT,0.0
52030000,5203.00.00,,
52041111,5204.11.11,,
52041112,5204.11.12,,
52041120,5204.11.20,,
52041131,5204.11.31,,
52041132,5204.11.32,,
52041140,5204.11.40,,
52041911,5204.19.11,,
52041912,5204.19.12,,
52041920,5204.19.20,,
52041931,5204.19.31,,
52041932,5204.19.32,,
52041940,5204.19.40,,
52042000,5204.20.00,,
52051100,5205.11.00,,
52051200,5205.12.00,,
52051310,5205.13.10,,
52051390,5205.13.90,,
52051400,5205.14.00,,
52051500,5205.15.00,,
52052100,5205.21.00,,
52052200,5205.22.00,,
52052310,5205.23.10,,
52052390,5205.23.90,,
52052400,5205.24.00,,
52052600,5205.26.00,,
52052700,5205.27.00,,
52052800,5205.28.00,,
52053100,5205.31.00,,
52053200,5205.32.00,,
52053300,5205.33.00,,
52053400,5205.34.00,,
52053500,5205.35.00,,
52054100,5205.41.00,,
52054200,5205.42.00,,
52054300,5205.43.00,,
52054400,5205.44.00,,
52054600,5205.46.00,,
52054700,5205.47.00,,
52054800,5205.48.00,,
52061100,5206.11.00,,
52061200,5206.12.00,,
52061300,5206.13.00,,
52061400,5206.14.00,,
52061500,5206.15.00,,
52062100,5206.21.00,,
52062200,5206.22.00,,
52062300,5206.23.00,,
52062400,5206.24.00,,
52062500,5206.25.00,,
52063100,5206.31.00,,
52063200,5206.32.00,,
52063300,5206.33.00,,
52063400,5206.34.00,,
52063500,5206.35.00,,
52064100,5206.41.00,,
52064200,5206.42.00,,
52064300,5206.43.00,,
52064400,5206.44.00,,
52064500,5206.45.00,,
52071000,5207.10.00,,
52079000,5207.90.00,,
52081100,5208.11.00,,
52081200,5208.12.00,,
52081300,5208.13.00,,
52081900,5208.19.00,,
52082100,5208.21.00,,
52082200,5208.22.00,,
52082300,5208.23.00,,
52082900,5208.29.00,,
52083100,5208.31.00,,
52083200,5208.32.00,,
52083300,5208.33.00,,
52083900,5208.39.00,,
52084100,5208.41.00,,
52084200,5208.42.00,,
52084300,5208.43.00,,
52084900,5208.49.00,,
52085100,5208.51.00,,
52085200,5208.52.00,,
52085910,5208.59.10,,
52085990,5208.59.90,,
52091100,5209.11.00,,
52091200,5209.12.00,,
52091900,5209.19.00,,
52092100,5209.21.00,,
52092200,5209.22.00,,
52092900,5209.29.00,,
52093100,5209.31.00,,
52093200,5209.32.00,,
52093900,5209.39.00,,
52094100,5209.41.00,,
52094210,5209.42.10,,
52094290,5209.42.90,,
52094300,5209.43.00,,
52094900,5209.49.00,,
52095100,5209.51.00,,
52095200,5209.52.00,,
52095900,5209.59.00,,
52101100,5210.11.00,,
52101910,5210.19.10,,
52101990,5210.19.90,,
52102100,5210.21.00,,
52102910,5210.29.10,,
52102990,5210.29.90,,
52103100,5210.31.00,,
52103200,5210.32.00,,
52103900,5210.39.00,,
52104100,5210.41.00,,
52104910,5210.49.10,,
52104990,5210.49.90,,
52105100,5210.51.00,,
52105910,5210.59.10,,
52105990,5210.59.90,,
52111100,5211.11.00,,
52111200,5211.12.00,,
52111900,5211.19.00,,
52112010,5211.20.10,,
52112020,5211.20.20,,
52112090,5211.20.90,,
52113100,5211.31.00,,
52113200,5211.32.00,,
52113900,5211.39.00,,
52114100,5211.41.00,,
52114210,5211.42.10,,
52114290,5211.42.90,,
52114300,5211.43.00,,
52114900,5211.49.00,,
52115100,5211.51.00,,
52115200,5211.52.00,,
52115900,5211.59.00,,
52121100,5212.11.00,,
52121200,5212.12.00,,
52121300,5212.13.00,,
52121400,5212.14.00,,
52121500,5212.15.00,,
52122100,5212.21.00,,
52122200,5212.22.00,,
52122300,5212.23.00,,
52122400,5212.24.00,,
52122500,5212.25.00,,
53011000,5301.10.00,,
53012110,5301.21.10,,
53012120,5301.21.20,,
53012910,5301.29.10,,
53012990,5301.29.90,,
53013000,5301.30.00,,
53021000,5302.10.00,,
53029000,5302.90.00,,
53031010,5303.10.10,NT,0.0
53031090,5303.10.90,NT,0.0
53039010,5303.90.10,,
53039090,5303.90.90,,
53050010,5305.00.10,NT,0.0
53050090,5305.00.90,,
53061000,5306.10.00,,
53062000,5306.20.00,,
53071010,5307.10.10,,
53071090,5307.10.90,,
53072010,5307.20.10,,
53072090,5307.20.90,,
53081000,5308.10.00,,
53082000,5308.20.00,,
53089000,5308.90.00,,
53091100,5309.11.00,,
53091900,5309.19.00,,
53092100,5309.21.00,,
53092900,5309.29.00,,
53101010,5310.10.10,,
53101090,5310.10.90,,
53109000,5310.90.00,,
53110000,5311.00.00,,
54011011,5401.10.11,,
54011012,5401.10.12,,
54011090,5401.10.90,,
54012011,5401.20.11,,
54012012,5401.20.12,,
54012090,5401.20.90,,
54021100,5402.11.00,,
54021910,5402.19.10,,
54021990,5402.19.90,,
54022010,5402.20.10,,
54022090,5402.20.90,,
54023111,5402.31.11,,
54023119,5402.31.19,,
54023190,5402.31.90,,
54023211,5402.32.11,,
54023219,5402.32.19,,
54023290,5402.32.90,,
54023310,5402.33.10,,
54023320,5402.33.20,,
54023390,5402.33.90,,
54023400,5402.34.00,,
54023900,5402.39.00,,
54024400,5402.44.00,,
54024510,5402.45.10,,
54024520,5402.45.20,,
54024590,5402.45.90,,
54024600,5402.46.00,,
54024710,5402.47.10,,
54024720,5402.47.20,,
54024790,5402.47.90,,
54024800,5402.48.00,,
54024910,5402.49.10,,
54024990,5402.49.90,,
54025110,5402.51.10,,
54025190,5402.51.90,,
54025200,5402.52.00,,
54025300,5402.53.00,,
54025900,5402.59.00,,
54026110,5402.61.10,,
54026190,5402.61.90,,
54026200,5402.62.00,,
54026300,5402.63.00,,
54026900,5402.69.00,,
54031000,5403.10.00,,
54033110,5403.31.10,,
54033190,5403.31.90,,
54033200,5403.32.00,,
54033300,5403.33.00,,
54033900,5403.39.00,,
54034100,5403.41.00,,
54034200,5403.42.00,,
54034900,5403.49.00,,
54041100,5404.11.00,,
54041200,5404.12.00,,
54041911,5404.19.11,,
54041919,5404.19.19,,
54041990,5404.19.90,,
54049000,5404.90.00,,
54050000,5405.00.00,,
54060010,5406.00.10,,
54060020,5406.00.20,,
54071011,5407.10.11,,
54071019,5407.10.19,,
54071021,5407.10.21,,
54071029,5407.10.29,,
54072000,5407.20.00,,
54073000,5407.30.00,,
54074100,5407.41.00,,
54074200,5407.42.00,,
54074300,5407.43.00,,
54074400,5407.44.00,,
54075100,5407.51.00,,
54075210,5407.52.10,,
54075220,5407.52.20,,
54075300,5407.53.00,,
54075400,5407.54.00,,
54076100,5407.61.00,,
54076900,5407.69.00,,
54077100,5407.71.00,,
54077200,5407.72.00,,
54077300,5407.73.00,,
54077400,5407.74.00,,
54078100,5407.81.00,,
54078200,5407.82.00,,
54078300,5407.83.00,,
54078400,5407.84.00,,
54079100,5407.91.00,,
54079200,5407.92.00,,
54079300,5407.93.00,,
54079400,5407.94.00,,
54081000,5408.10.00,,
54082100,5408.21.00,,
54082200,5408.22.00,,
54082300,5408.23.00,,
54082400,5408.24.00,,
54083100,5408.31.00,,
54083200,5408.32.00,,
54083300,5408.33.00,,
54083400,5408.34.00,,
55011100,5501.11.00,,
55011900,5501.19.00,,
55012000,5501.20.00,,
55013000,5501.30.00,,
55014000,5501.40.00,,
55019000,5501.90.00,,
55021000,5502.10.00,,
55029010,5502.90.10,,
55029090,5502.90.90,,
55031100,5503.11.00,,
55031910,5503.19.10,,
55031990,5503.19.90,,
55032010,5503.20.10,,
55032090,5503.20.90,,
55033000,5503.30.00,,
55034000,5503.40.00,,
55039010,5503.90.10,,
55039020,5503.90.20,,
55039090,5503.90.90,,
55041000,5504.10.00,,
55049010,5504.90.10,,
55049090,5504.90.90,,
55051000,5505.10.00,NT,0.0
55052000,5505.20.00,NT,0.0
55061000,5506.10.00,,
55062000,5506.20.00,,
55063000,5506.30.00,,
55064000,5506.40.00,,
55069000,5506.90.00,,
55070000,5507.00.00,,
55081000,5508.10.00,,
55082000,5508.20.00,,
55091100,5509.11.00,,
55091210,5509.12.10,,
55091290,5509.12.90,,
55092100,5509.21.00,,
55092200,5509.22.00,,
55093100,5509.31.00,,
55093200,5509.32.00,,
55094100,5509.41.00,,
55094200,5509.42.00,,
55095100,5509.51.00,,
55095200,5509.52.00,,
55095300,5509.53.00,,
55095900,5509.59.00,,
55096100,5509.61.00,,
55096200,5509.62.00,,
55096900,5509.69.00,,
55099100,5509.91.00,,
55099200,5509.92.00,,
55099900,5509.99.00,,
55101111,5510.11.11,,
55101112,5510.11.12,,
55101113,5510.11.13,,
55101119,5510.11.19,,
55101190,5510.11.90,,
55101211,5510.12.11,,
55101212,5510.12.12,,
55101213,5510.12.13,,
55101219,5510.12.19,,
55101290,5510.12.90,,
55102011,5510.20.11,,
55102012,5510.20.12,,
55102013,5510.20.13,,
55102019,5510.20.19,,
55102090,5510.20.90,,
55103011,5510.30.11,,
55103012,5510.30.12,,
55103013,5510.30.13,,
55103019,5510.30.19,,
55103090,5510.30.90,,
55109011,5510.90.11,,
55109012,5510.90.12,,
55109013,5510.90.13,,
55109019,5510.90.19,,
55109090,5510.90.90,,
55111000,5511.10.00,,
55112000,5511.20.00,,
55113000,5511.30.00,,
55121100,5512.11.00,,
55121900,5512.19.00,,
55122100,5512.21.00,,
55122900,5512.29.00,,
55129110,5512.91.10,,
55129190,5512.91.90,,
55129910,5512.99.10,,
55129990,5512.99.90,,
55131100,5513.11.00,,
55131200,5513.12.00,,
55131300,5513.13.00,,
55131900,5513.19.00,,
55132100,5513.21.00,,
55132310,5513.23.10,,
55132390,5513.23.90,,
55132900,5513.29.00,,
55133100,5513.31.00,,
55133911,5513.39.11,,
55133919,5513.39.19,,
55133990,5513.39.90,,
55134100,5513.41.00,,
55134911,5513.49.11,,
55134919,5513.49.19,,
55134990,5513.49.90,,
55141100,5514.11.00,,
55141200,5514.12.00,,
55141910,5514.19.10,,
55141990,5514.19.90,,
55142100,5514.21.00,,
55142200,5514.22.00,,
55142300,5514.23.00,,
55142900,5514.29.00,,
55143011,5514.30.11,,
55143012,5514.30.12,,
55143019,5514.30.19,,
55143090,5514.30.90,,
55144100,5514.41.00,,
55144200,5514.42.00,,
55144300,5514.43.00,,
55144900,5514.49.00,,
55151100,5515.11.00,,
55151200,5515.12.00,,
55151300,5515.13.00,,
55151900,5515.19.00,,
55152100,5515.21.00,,
55152200,5515.22.00,,
55152900,5515.29.00,,
55159100,5515.91.00,,
55159910,5515.99.10,,
55159990,5515.99.90,,
55161100,5516.11.00,,
55161200,5516.12.00,,
55161300,5516.13.00,,
55161400,5516.14.00,,
55162100,5516.21.00,,
55162200,5516.22.00,,
55162300,5516.23.00,,
55162400,5516.24.00,,
55163100,5516.31.00,,
55163200,5516.32.00,,
55163300,5516.33.00,,
55163400,5516.34.00,,
55164100,5516.41.00,,
55164200,5516.42.00,,
55164300,5516.43.00,,
55164400,5516.44.00,,
55169100,5516.91.00,,
55169200,5516.92.00,,
55169300,5516.93.00,,
55169400,5516.94.00,,
56012110,5601.21.10,,
56012190,5601.21.90,,
56012211,5601.22.11,,
56012219,5601.22.19,,
56012291,5601.22.91,,
56012299,5601.22.99,,
56012900,5601.29.00,,
56013010,5601.30.10,,
56013090,5601.30.90,,
56021000,5602.10.00,,
56022100,5602.21.00,,
56022900,5602.29.00,,
56029000,5602.90.00,,
56031110,5603.11.10,,
56031120,5603.11.20,,
56031130,5603.11.30,,
56031140,5603.11.40,,
56031190,5603.11.90,,
56031210,5603.12.10,,
56031220,5603.12.20,,
56031230,5603.12.30,,
56031240,5603.12.40,,
56031250,5603.12.50,,
56031290,5603.12.90,,
56031310,5603.13.10,,
56031320,5603.13.20,,
56031330,5603.13.30,,
56031340,5603.13.40,,
56031350,5603.13.50,,
56031390,5603.13.90,,
56031410,5603.14.10,,
56031420,5603.14.20,,
56031430,5603.14.30,,
56031440,5603.14.40,,
56031490,5603.14.90,,
56039110,5603.91.10,,
56039120,5603.91.20,,
56039130,5603.91.30,,
56039190,5603.91.90,,
56039210,5603.92.10,,
56039220,5603.92.20,,
56039230,5603.92.30,,
56039240,5603.92.40,,
56039290,5603.92.90,,
56039310,5603.93.10,,
56039320,5603.93.20,,
56039330,5603.93.30,,
56039340,5603.93.40,,
56039390,5603.93.90,,
56039410,5603.94.10,,
56039420,5603.94.20,,
56039430,5603.94.30,,
56039490,5603.94.90,,
56041000,5604.10.00,,
56049010,5604.90.10,,
56049021,5604.90.21,,
56049022,5604.90.22,,
56049090,5604.90.90,,
56050010,5605.00.10,,
56050020,5605.00.20,,
56050090,5605.00.90,,
56060000,5606.00.00,,
56072100,5607.21.00,,
56072900,5607.29.00,,
56074100,5607.41.00,,
56074900,5607.49.00,,
56075011,5607.50.11,,
56075019,5607.50.19,,
56075090,5607.50.90,,
56079010,5607.90.10,,
56079020,5607.90.20,,
56079090,5607.90.90,,
56081100,5608.11.00,,
56081900,5608.19.00,,
56089000,5608.90.00,,
56090010,5609.00.10,,
56090090,5609.00.90,,
57011011,5701.10.11,,
57011012,5701.10.12,,
57011020,5701.10.20,,
57019000,5701.90.00,,
57021000,5702.10.00,,
57022000,5702.20.00,,
57023100,5702.31.00,,
